"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2654368237","_96","_5558","_107120272","_5072","_1198274","_27","0","f","3/27/2013 0:00","1","1.5","1","-1","1","F","36-45","AZ","509720","15532","10543","15918","47754","13530","94710","10634","8053","24159","15677","109739","8091","24273","16030","112210","5137","15411","0"
"_2646871023","_373","_4401","_105100050","_13791","_1199258","_27","0","f","3/13/2013 0:00","1","2","45","153.30000000000001","1","M","36-45","AZ","507350","15879","10851","15129","45387","13856","96992","10504","8431","25293","16248","113736","8473","25419","16707","116949","5201","15603","0"
"_2675860421","_510","_2202","_104460040","_3718","_1208251","_5","2","t","4/23/2013 0:00","1","2","7","22.93","3","M","16-25","IA","520152","15922","11033","15853","47559","14459","101213","10429","8526","25578","16127","112889","8338","25014","16550","115850","5291","15873","1"
"_2669737791","_24","_9909","_1089520383","_28840","_1203052","_21","2","t","4/1/2013 0:00","1","1","2","18.879999999999999","3","F","36-45","SC","491276","14897","10845","14857","44571","13033","91231","10346","8565","25695","15589","109123","8020","24060","15731","110117","5066","15198","1"
"_2630471824","_377","_9909","_1089520383","_28840","_1203052","_2","3","t","4/4/2013 0:00","1","1","14","16.620000000000001","4","F","26-35","AR","525370","15570","10730","15534","46602","13047","91329","10463","8253","24759","15514","108598","8071","24213","15200","106400","4962","14886","1"
"_2637351945","_402","_2202","_104460040","_3718","_1208251","_17","0","f","4/26/2013 0:00","1","2","1","4.9900000000000002","1","F","16-25","OH","518817","14364","10487","15605","46815","13091","91637","9659","8112","24336","15528","108696","7977","23931","15867","111069","5058","15174","0"
"_2646123343","_285","_3203","_106414464","_13474","_1197502","_25","0","f","3/27/2013 0:00","1","0.75","3","5","1","M","36-45","WA","572208","15547","11077","16094","48282","13886","97202","10821","8465","25395","16208","113456","8354","25062","16524","115668","5236","15708","0"
"_2653518885","_306","_3203","_106414464","_13474","_1197502","_14","1","t","3/29/2013 0:00","1","0.75","1","2.1899999999999999","2","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","1"
"_2668292505","_15","_3203","_106414464","_13474","_1197502","_1","0","f","3/26/2013 0:00","1","0.75","1","2.5899999999999999","1","M","16-25","AL","454471","15438","10533","15049","45147","13059","91413","10214","8104","24312","16050","112350","8445","25335","15626","109382","5095","15285","0"
"_2626463120","_85","_2202","_104460040","_3718","_1208251","_27","0","f","4/29/2013 0:00","1","2","1","1.5","1","M","36-45","AZ","507350","15879","10851","15129","45387","13856","96992","10504","8431","25293","16248","113736","8473","25419","16707","116949","5201","15603","0"
"_2674146170","_42","_2119","_108079383","_6926","_1208329","_30","0","f","4/27/2013 0:00","1","1","14","48.590000000000003","1","M","16-25","ID","494103","15303","10852","15314","45942","13732","96124","10193","8175","24525","15770","110390","8251","24753","15748","110236","5243","15729","0"
"_2650323114","_46","_2119","_108079383","_6926","_1208329","_15","0","f","4/28/2013 0:00","1","1","7","17.199999999999999","1","F","36-45","NJ","516518","15743","10883","16151","48453","13611","95277","10440","8369","25107","16074","112518","8425","25275","16515","115605","5254","15762","0"
"_2625100548","_21","_4401","_105100050","_13791","_1199258","_26","0","f","3/19/2013 0:00","1","2","1","1.5","1","M","36-45","WI","440817","15070","10363","14764","44292","12501","87507","9744","7803","23409","15184","106288","7588","22764","15303","107121","4928","14784","0"
"_2646777426","_101","_3203","_106414464","_13474","_1197502","_18","0","f","3/26/2013 0:00","1","0.75","52","199.59","1","F","26-35","OH","448450","14649","10216","14619","43857","13262","92834","9844","7886","23658","15619","109333","7822","23466","15108","105756","4963","14889","0"
"_2653775509","_510","_1703","_104460040","_7668","_1200579","_2","1","t","3/30/2013 0:00","1","1.5","18","29.530000000000001","2","M","26-35","AR","530914","15854","11092","15866","47598","13448","94136","9973","8401","25203","16155","113085","8265","24795","16378","114646","5348","16044","1"
"_2658481831","_285","_5558","_107120272","_5072","_1198271","_23","1","t","3/25/2013 0:00","1","1.5","2","6.9800000000000004","2","F","26-35","UT","498601","15191","10596","15439","46317","13417","93919","10311","8185","24555","15754","110278","8178","24534","16015","112105","5061","15183","1"
"_2671025976","_215","_3203","_106414464","_13474","_1197502","_5","0","f","4/21/2013 0:00","1","0.75","2","5.9800000000000004","1","F","26-35","IA","539430","15849","11053","15492","46476","13374","93618","10517","8271","24813","16116","112812","8119","24357","16741","117187","5151","15453","0"
"_2680137805","_21","_3203","_106414464","_13474","_1197502","_8","0","f","3/27/2013 0:00","1","0.75","7","8.3300000000000001","1","F","36-45","KY","519732","15125","10993","15785","47355","13295","93065","10311","8076","24228","15767","110369","8246","24738","16262","113834","5277","15831","0"
"_2675915067","_40","_3203","_106414464","_13474","_1197502","_14","0","f","3/26/2013 0:00","1","0.75","3","7.4800000000000004","1","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","0"
"_2651631380","_214","_2119","_108079383","_6926","_1208329","_22","0","f","4/27/2013 0:00","1","1","2","11.98","1","M","16-25","TX","510604","14309","10552","14793","44379","12713","88991","9494","8054","24162","15594","109158","7808","23424","15465","108255","4990","14970","0"
"_2646119608","_285","_3203","_106414464","_13474","_1197502","_7","0","f","3/27/2013 0:00","1","0.75","2","4.29","1","M","36-45","KS","529882","15734","10802","15689","47067","13347","93429","9997","8263","24789","15912","111384","8173","24519","16126","112882","5264","15792","0"
"_2665845374","_21","_4401","_105100050","_13791","_1199256","_8","0","f","3/15/2013 0:00","1","2","7","19.550000000000001","1","M","16-25","KY","497023","15658","10918","15410","46230","13328","93296","10208","8483","25449","16430","115010","8247","24741","15934","111538","5337","16011","0"
"_2672196705","_101","_3203","_106414464","_13474","_1197502","_12","0","f","3/29/2013 0:00","1","0.75","17","72.930000000000007","1","F","16-25","MN","507503","15737","10599","15774","47322","13794","96558","10450","8373","25119","16333","114331","8211","24633","15896","111272","5129","15387","0"
"_2632162104","_21","_2119","_108079383","_6926","_1208329","_24","2","t","4/24/2013 0:00","1","1","3","19.969999999999999","3","F","16-25","VA","544947","15270","10773","16639","49917","13929","97503","10287","8237","24711","16187","113309","8231","24693","15936","111552","5159","15477","1"
"_2639327938","_214","_3509","_103320030","_875","_1200988","_25","0","f","4/2/2013 0:00","1","2","1","3","1","F","16-25","WA","538145","16814","11581","16712","50136","14493","101451","11114","8822","26466","17179","120253","9044","27132","17032","119224","5540","16620","0"
"_2647049500","_98","_2202","_104460040","_3718","_1208251","_17","0","f","4/26/2013 0:00","1","2","1","5.1900000000000004","1","F","36-45","OH","510720","15057","10574","14633","43899","12806","89642","10699","8069","24207","15983","111881","8080","24240","15877","111139","5057","15171","0"
"_2654962701","_285","_3203","_106414464","_13474","_1197502","_12","0","f","3/29/2013 0:00","1","0.75","6","22.960000000000001","1","F","36-45","MN","497340","15241","10679","15196","45588","12637","88459","10451","8111","24333","15534","108738","7935","23805","16594","116158","5152","15456","0"
"_2670802640","_104","_3203","_106414464","_13474","_1197502","_8","0","f","3/31/2013 0:00","1","0.75","1","4.4900000000000002","1","M","36-45","KY","534341","15405","10826","14968","44904","13241","92687","9934","7957","23871","16030","112210","7990","23970","15589","109123","5053","15159","0"
"_2627271533","_18","_3203","_106414464","_13474","_1197502","_4","0","f","3/28/2013 0:00","1","0.75","27","81.530000000000001","1","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","0"
"_2647019840","_126","_1703","_104460040","_7668","_1200578","_9","0","f","4/1/2013 0:00","1","1.5","3","11.32","1","F","36-45","LA","508940","15789","11133","15429","46287","13557","94899","10472","8478","25434","15896","111272","8109","24327","16317","114219","5134","15402","0"
"_2626776691","_98","_1726","_104460040","_7668","_1200581","_28","0","f","4/2/2013 0:00","1","1.25","1","2.4900000000000002","1","M","26-35","CO","505508","15369","10410","15046","45138","13281","92967","10277","8178","24534","15797","110579","8243","24729","15850","110950","4902","14706","0"
"_2637997912","_377","_9909","_1089520383","_28840","_1203052","_22","0","f","4/17/2013 0:00","1","1","1","3.9900000000000002","1","M","16-25","TX","510604","14309","10552","14793","44379","12713","88991","9494","8054","24162","15594","109158","7808","23424","15465","108255","4990","14970","0"
"_2667550725","_64","_4401","_105100050","_13791","_1199258","_28","0","f","3/28/2013 0:00","1","2","1","3.1899999999999999","1","M","36-45","CO","529257","14882","10400","14886","44658","12634","88438","9987","8020","24060","16014","112098","8178","24534","15797","110579","5006","15018","0"
"_2674863339","_89","_3203","_106414464","_13474","_1197502","_29","2","t","4/4/2013 0:00","1","0.75","3","21.27","3","M","16-25","CT","580695","15533","10961","15605","46815","13940","97580","10707","8687","26061","16534","115738","8619","25857","16686","116802","5209","15627","1"
"_2677414066","_64","_9909","_107127979","_6732","_1194044","_18","0","f","3/3/2013 0:00","1","1","10","225","1","M","26-35","OH","521816","15368","10788","15098","45294","13025","91175","10142","8028","24084","15290","107030","8036","24108","15668","109676","4921","14763","0"
"_2625103390","_21","_2202","_104460040","_3718","_1208251","_21","0","f","4/27/2013 0:00","1","2","3","4.96","1","M","16-25","SC","509517","15915","11004","16249","48747","13618","95326","10644","8611","25833","16615","116305","8698","26094","15977","111839","5280","15840","0"
"_2646944652","_65","_3203","_106414464","_13474","_1197502","_1","1","t","3/29/2013 0:00","1","0.75","45","78.849999999999994","2","F","16-25","AL","511383","15309","10797","15762","47286","13295","93065","10531","8088","24264","16249","113743","8108","24324","15806","110642","5064","15192","1"
"_2654166034","_40","_1726","_104460040","_7668","_1200582","_7","0","f","4/8/2013 0:00","1","1.25","1","2.3900000000000001","1","F","36-45","KS","495115","15297","10743","15050","45150","12631","88417","10091","7917","23751","15474","108318","7782","23346","15419","107933","4975","14925","0"
"_2658954076","_508","_3203","_106414464","_13474","_1197502","_5","0","f","3/27/2013 0:00","1","0.75","2","28.940000000000001","1","F","16-25","IA","500178","14115","10154","14544","43632","12811","89677","9736","7786","23358","15078","105546","7895","23685","14472","101304","4775","14325","0"
"_2671702202","_285","_5558","_107120272","_5072","_1198274","_7","0","f","3/27/2013 0:00","1","1.5","2","31.379999999999999","1","F","16-25","KS","516618","15495","10825","15135","45405","13470","94290","10199","8268","24804","15828","110796","7999","23997","15864","111048","5220","15660","0"
"_2645945194","_42","_3203","_106414464","_13474","_1197502","_31","1","t","3/26/2013 0:00","1","0.75","1","5","2","F","16-25","IN","519355","16206","10878","15904","47712","13617","95319","10946","8517","25551","16501","115507","8695","26085","16092","112644","5517","16551","1"
"_2625134429","_77","_2202","_104460040","_3718","_1208251","_28","4","t","4/24/2013 0:00","1","2","2","-1","5","M","26-35","CO","505508","15369","10410","15046","45138","13281","92967","10277","8178","24534","15797","110579","8243","24729","15850","110950","4902","14706","1"
"_2640605752","_64","_9909","_107127979","_6732","_1194044","_10","1","t","3/6/2013 0:00","1","1","1","4.4900000000000002","2","M","26-35","MD","528964","14927","10624","15556","46668","13301","93107","10258","7968","23904","16054","112378","8272","24816","15885","111195","5271","15813","1"
"_2656699998","_21","_3203","_106414464","_13474","_1197502","_7","0","f","3/25/2013 0:00","1","0.75","3","9.7899999999999991","1","F","16-25","KS","516618","15495","10825","15135","45405","13470","94290","10199","8268","24804","15828","110796","7999","23997","15864","111048","5220","15660","0"
"_2667742495","_58","_2119","_108079383","_6926","_1208329","_23","1","t","4/22/2013 0:00","1","1","3","8.4700000000000006","2","M","16-25","UT","560327","16434","11554","16839","50517","14794","103558","11283","8908","26724","17103","119721","8794","26382","17283","120981","5351","16053","1"
"_2675915768","_40","_3203","_106414464","_13474","_1197502","_9","0","f","3/25/2013 0:00","1","0.75","8","21.870000000000001","1","M","26-35","LA","497364","15735","11282","15813","47439","13534","94738","10787","8220","24660","16486","115402","8604","25812","16377","114639","5202","15606","0"
"_2677608482","_89","_1726","_104460040","_7668","_1200581","_21","0","f","4/5/2013 0:00","1","1.25","3","6","1","F","16-25","SC","550478","16754","11458","16192","48576","14085","98595","11116","8748","26244","16902","118314","8512","25536","16658","116606","5368","16104","0"
"_2667665598","_165","_5616","_104610040","_15889","_1204576","_3","0","f","4/7/2013 0:00","1","1","22","90.980000000000004","1","M","16-25","CA","532044","16657","11648","15282","45846","14194","99358","10671","8683","26049","15903","111321","8412","25236","15935","111545","5514","16542","0"
"_2633536670","_96","_5619","_107717272","_102504","_1204822","_6","0","f","4/4/2013 0:00","1","1.5","7","10.470000000000001","1","F","16-25","IL","481150","15586","10834","15251","45753","13124","91868","10132","8165","24495","16198","113386","8299","24897","16697","116879","5129","15387","0"
"_2641733077","_21","_6202","_1087744888","_64486","_1208501","_4","1","t","4/24/2013 0:00","1","1.5","32","87.099999999999994","2","M","36-45","FL","510934","15913","11165","16402","49206","14163","99141","10665","8324","24972","16454","115178","8822","26466","16724","117068","5105","15315","1"
